date,Fb_open,Fb_high,Fb_low,Fb_close,Fb_adjusted_close,Fb_volume,Fb_dividend,Fb_split_coefficent,Fb_Real Middle Band,Fb_Real Upper Band,Fb_Real Lower Band,Fb_MACD,Fb_MACD_Hist,Fb_MACD_Signal,Fb_RSI,Fb_CCI,Fb_Aroon Down,Fb_Aroon Up,Fb_Chaikin A/D,Fb_ADX,Fb_SMA,SPY_open,SPY_high,SPY_low,SPY_close,SPY_adjusted_close,SPY_volume,SPY_dividend,SPY_split_coefficent
2020-09-21,247.54,249.95,244.13,248.15,248.15,24709378.0,0.0,1.0,277.258,309.7238,244.7922,-2.6703,-5.0079,2.3376,36.2529,-154.8758,100.0,14.2857,1588845100.8154,23.9676,265.9635,325.7,327.13,321.73,326.97,326.97,99450829.0,0.0,1.0
2020-09-18,258.405,259.2,250.05,252.53,252.53,28130767.0,0.0,1.0,278.201,308.2346,248.1674,-1.1783,-4.7679,3.5896,38.4858,-135.8399,100.0,21.4286,1579419874.1556,24.4181,265.5275,335.37,335.49,327.97,330.65,330.65,105877942.0,1.3392,1.0
2020-09-17,258.28,261.5,250.19,254.82,254.82,31281441.0,0.0,1.0,279.025,307.0321,251.0179,0.2972,-4.4844,4.7816,39.6721,-136.4344,100.0,28.5714,1592301613.3611,25.2056,265.0293,333.56,337.6996,332.991,335.84,334.485242208,91523339.0,0.0,1.0
2020-09-16,267.29,272.44,261.79,263.52,263.52,29207594.0,0.0,1.0,279.4135,306.2582,252.5688,1.9429,-3.9597,5.9027,44.5124,-81.1822,100.0,0.0,1597971547.4062,26.042,264.6555,341.51,343.06,338.52,338.82,337.453221072,82211256.0,0.0,1.0
2020-09-15,270.67,274.52,269.3,272.42,272.42,18478530.0,0.0,1.0,279.3545,306.3435,252.3655,3.1294,-3.7632,6.8926,50.3476,-42.9136,85.7143,7.1429,1617690101.4775,27.2235,264.1113,341.12,342.02,338.4683,340.17,338.797775256,52920862.0,0.0,1.0
2020-09-14,270.95,276.64,265.7,266.15,266.15,24093830.0,0.0,1.0,278.7915,306.7866,250.7964,3.6921,-4.1413,7.8334,45.6902,-53.0131,92.8571,14.2857,1614079354.2361,27.944,263.4363,337.49,340.38,334.2208,338.46,337.09467329,65605686.0,0.0,1.0
2020-09-11,270.06,271.39,262.64,266.61,266.61,18913883.0,0.0,1.0,278.546,307.0615,250.0305,4.9951,-3.8737,8.8687,45.984,-63.506,100.0,21.4286,1636191059.2818,28.7024,262.8333,335.82,336.97,331.0,334.06,332.712422618,84680194.0,0.0,1.0
2020-09-10,275.51,279.16,267.0319,268.09,268.09,24814669.0,0.0,1.0,278.2805,307.3295,249.2315,6.5386,-3.2986,9.8371,46.8849,-36.5973,0.0,28.5714,1637941944.451,29.794,262.1913,341.82,342.53,332.85,333.89,332.543108387,90569548.0,0.0,1.0
2020-09-09,275.77,278.48,271.35,273.72,273.72,22918769.0,0.0,1.0,277.8705,307.7041,248.0369,8.2628,-2.3989,10.6618,50.3705,-16.3481,0.0,35.7143,1658426767.6765,30.6364,261.496,337.55,342.46,336.61,339.79,338.419308152,91462290.0,0.0,1.0
2020-09-08,271.28,279.3,269.42,271.16,271.16,24863997.0,0.0,1.0,276.991,308.2646,245.7174,9.7702,-1.4913,11.2615,48.7621,-17.7304,0.0,42.8571,1666109216.1912,31.2052,260.6463,336.71,342.64,332.88,333.21,331.865851465,114465322.0,0.0,1.0
2020-09-04,287.25,289.0,271.14,282.73,282.73,30333671.0,0.0,1.0,276.583,308.3591,244.8069,11.8127,0.1784,11.6343,56.4378,21.4866,7.1429,50.0,1682215449.0657,31.8039,259.8423,346.13,347.83,334.87,342.57,341.188093804,139156281.0,0.0,1.0
2020-09-03,295.99,297.6,283.63,291.12,291.12,32294092.0,0.0,1.0,275.8685,307.7022,244.0348,13.0698,1.4801,11.5897,63.1291,71.4696,0.0,57.1429,1673179887.4912,32.3115,258.9008,355.87,356.38,342.59,345.39,343.996718098,148011129.0,0.0,1.0
2020-09-02,298.88,303.6,293.05,302.5,302.5,24341369.0,0.0,1.0,274.5765,305.9231,243.2299,13.63,2.4103,11.2197,74.2107,125.6522,7.1429,64.2857,1670845096.3015,31.8492,257.7353,354.67,358.75,353.43,357.7,356.25706032,69540035.0,0.0,1.0
2020-09-01,294.71,301.49,292.71,295.44,295.44,17320872.0,0.0,1.0,271.9075,302.3669,241.4481,12.9881,2.3709,10.6171,71.3094,131.9064,0.0,71.4286,1651579652.5906,30.4347,256.2623,350.21,352.71,349.24,352.6,351.177633404,54999325.0,0.0,1.0
2020-08-31,293.95,296.88,291.55,293.2,293.2,17345134.0,0.0,1.0,269.627,299.5218,239.7322,12.6986,2.6742,10.0244,70.3259,141.4434,0.0,78.5714,1658129230.6134,29.0052,254.8978,350.35,351.3,349.06,349.31,347.900905061,66099183.0,0.0,1.0
2020-08-28,295.0,297.23,290.98,293.66,293.66,17172415.0,0.0,1.0,267.565,296.3396,238.7904,12.3726,3.0167,9.3558,70.7886,171.0553,7.1429,85.7143,1664735351.0675,27.6345,253.5748,349.44,350.72,348.15,350.58,349.165781959,48588940.0,0.0,1.0
2020-08-27,300.16,301.23,292.02,293.22,293.22,30301309.0,0.0,1.0,265.5655,292.294,238.837,11.7296,3.1279,8.6016,70.6169,221.9492,14.2857,92.8571,1667180702.9635,26.1917,252.0688,348.51,349.9,346.53,348.33,346.92485832,58034142.0,0.0,1.0
2020-08-26,284.0,304.67,284.0,303.91,303.91,69015151.0,0.0,1.0,262.6295,289.4621,235.7969,10.7831,2.9634,7.8197,81.4143,280.2965,0.0,100.0,1689585905.3836,24.5719,250.677,344.76,347.86,344.17,347.57,346.167924113,50790237.0,0.0,1.0
2020-08-25,272.41,283.09,270.2601,280.82,280.82,42127240.0,0.0,1.0,259.0985,281.4919,236.7051,8.3297,1.2509,7.0788,73.1936,150.1404,0.0,100.0,1625645888.8549,22.8668,248.756,343.53,344.21,342.27,344.12,342.7318412,38463381.0,0.0,1.0
2020-08-24,271.07,277.2478,268.7701,271.39,271.39,23685603.0,0.0,1.0,256.5635,280.0016,233.1254,7.4282,0.6621,6.7661,67.7909,109.7212,0.0,21.4286,1598425832.0441,21.756,247.2515,342.12,343.0,339.4504,342.92,341.536681926,48588662.0,0.0,1.0
2020-08-21,268.69,270.49,266.42,267.01,267.01,15538615.0,0.0,1.0,254.669,279.1109,230.2271,7.1296,0.5291,6.6005,64.7245,84.9945,7.1429,28.5714,1607472108.0333,20.8351,245.8688,337.92,339.72,337.55,339.48,338.110558673,55106628.0,0.0,1.0
2020-08-20,261.5,269.63,261.46,269.01,269.01,20299688.0,0.0,1.0,252.854,278.7109,226.9971,7.0907,0.6225,6.4683,67.4471,82.8845,14.2857,35.7143,1618505670.0358,20.1918,245.0855,335.36,338.8,335.22,338.28,336.915399399,42207826.0,0.0,1.0
2020-08-19,261.388,267.908,261.35,262.59,262.59,23291463.0,0.0,1.0,251.0335,277.2091,224.8579,6.7344,0.4217,6.3126,62.7805,72.7743,0.0,42.8571,1601286962.8338,19.5586,244.2108,339.05,339.61,336.62,337.23,335.869635034,68054244.0,0.0,1.0
2020-08-18,260.95,265.15,259.26,262.34,262.34,18690383.0,0.0,1.0,249.8975,275.9401,223.8549,6.8352,0.628,6.2072,62.5865,69.5151,7.1429,50.0,1615770431.2867,18.9788,243.702,338.34,339.1,336.61,338.64,337.273947181,38733908.0,0.0,1.0
2020-08-17,262.5,264.0973,259.4,261.16,261.16,13303174.0,0.0,1.0,248.868,274.4861,223.2499,6.89,0.8398,6.0502,61.7121,71.7295,14.2857,57.1429,1614913656.5142,18.5089,243.124,337.94,338.34,336.8517,337.91,336.546891956,34496002.0,0.0,1.0
2020-08-14,262.305,262.65,258.6801,261.24,261.24,14792708.0,0.0,1.0,248.081,273.1004,223.0616,6.9798,1.1395,5.8403,61.8031,74.4273,21.4286,64.2857,1618247875.4805,18.068,242.5648,336.41,337.42,335.62,336.84,335.48120827,47260390.0,0.0,1.0
2020-08-13,261.55,265.16,259.57,261.3,261.3,17373970.0,0.0,1.0,247.1205,271.5125,222.7285,6.9848,1.4294,5.5554,61.8666,89.2459,0.0,71.4286,1613963098.8037,17.6762,241.9323,336.61,338.2514,335.83,336.83,335.471248609,41816146.0,0.0,1.0
2020-08-12,258.97,263.8973,258.1125,259.89,259.89,21428329.0,0.0,1.0,246.102,269.7298,222.4742,6.8835,1.6854,5.198,60.9922,91.5746,7.1429,78.5714,1620583234.0631,17.1904,241.288,335.44,338.28,332.8377,337.44,336.078787907,53826128.0,0.0,1.0
2020-08-11,260.185,265.915,255.13,256.13,256.13,28238283.0,0.0,1.0,245.1215,267.9948,222.2482,6.7975,2.0209,4.7767,58.6441,93.7195,14.2857,85.7143,1628842964.3916,16.7375,240.682,336.85,337.54,332.01,332.8,331.45750538,69601087.0,0.0,1.0
2020-08-10,268.04,273.86,259.69,263.0,263.0,30248826.0,0.0,1.0,244.3015,266.7085,221.8945,6.9719,2.7004,4.2715,65.3146,154.4617,21.4286,92.8571,1651844662.6906,16.2607,240.0913,335.06,335.77,332.955,335.57,334.216331371,44282089.0,0.0,1.0
2020-08-07,264.08,278.89,263.43,268.44,268.44,72766364.0,0.0,1.0,243.1015,263.8863,222.3167,6.3934,2.7971,3.5964,71.2757,233.5863,28.5714,100.0,1667961715.3582,15.4139,239.2308,333.28,334.88,332.3,334.57,333.220365309,57308270.0,0.0,1.0
2020-08-06,249.04,266.6,248.665,265.28,265.28,45241611.0,0.0,1.0,241.933,259.2221,224.6439,5.0083,2.1112,2.8971,69.7884,199.4883,35.7143,100.0,1693566438.5251,14.2275,238.1305,331.4799,334.46,331.13,334.33,332.981333454,43679447.0,0.0,1.0
2020-08-05,250.19,252.2698,247.77,249.12,249.12,13088361.0,0.0,1.0,240.894,254.565,227.223,3.4892,1.1199,2.3693,59.9381,111.1092,42.8571,78.5714,1654984311.9433,13.476,237.4168,331.47,332.39,331.18,332.11,330.770288797,42866354.0,0.0,1.0
2020-08-04,251.56,252.8,247.43,249.83,249.83,17183533.0,0.0,1.0,240.617,253.8268,227.4072,3.145,1.0557,2.0893,60.7462,127.1634,50.0,85.7143,1660219307.3048,13.4483,237.1555,327.86,330.06,327.86,330.06,328.72855837,41917893.0,0.0,1.0
2020-08-03,252.65,255.4,250.33,251.96,251.96,23134103.0,0.0,1.0,240.1685,252.6877,227.6493,2.5875,0.7621,1.8254,63.1165,177.7128,57.1429,92.8571,1662043257.7349,13.4191,236.6948,328.32,329.62,327.73,328.79,327.463681472,53077948.0,0.0,1.0
2020-07-31,255.82,255.85,249.0,253.67,253.67,53030037.0,0.0,1.0,239.5845,250.8788,228.2902,1.6216,-0.0133,1.6349,65.0074,209.9216,64.2857,100.0,1670302178.1353,13.1576,236.165,325.9,326.63,321.33,326.52,325.202838511,85210755.0,0.0,1.0
2020-07-30,230.22,234.893,229.0,234.5,234.5,20615306.0,0.0,1.0,238.572,248.1313,229.0127,0.1909,-1.4473,1.6382,49.148,-95.0539,71.4286,7.1429,1651025566.1456,12.8822,235.4805,321.9,324.41,319.64,323.96,322.653165393,61861714.0,0.0,1.0
2020-07-29,231.14,233.7,230.31,233.29,233.29,13588317.0,0.0,1.0,238.7245,248.1149,229.3341,0.314,-1.686,2.0,47.7603,-105.7037,78.5714,14.2857,1633159900.4843,13.089,235.372,322.12,325.73,322.075,325.12,323.808486025,48454159.0,0.0,1.0
2020-07-28,234.63,234.96,229.83,230.12,230.12,14170112.0,0.0,1.0,238.4135,248.8562,227.9708,0.5897,-1.8319,2.4215,44.0458,-100.8045,85.7143,21.4286,1622858433.0241,13.4039,235.3578,322.43,323.64,320.85,321.17,319.874420081,57494979.0,0.0,1.0
2020-07-27,231.46,234.95,230.83,233.5,233.5,13163083.0,0.0,1.0,237.9395,250.4924,225.3866,1.2557,-1.6238,2.8795,47.3815,-54.4695,92.8571,28.5714,1635426466.0845,13.7353,235.4025,321.63,323.41,320.775,323.22,321.916150507,48292970.0,0.0,1.0
2020-07-24,230.19,233.49,226.9,230.71,230.71,18325813.0,0.0,1.0,237.0685,252.7582,221.3788,1.7435,-1.542,3.2854,44.1389,-71.7951,100.0,35.7143,1631528659.9535,14.1536,235.1923,320.95,321.99,319.246,320.88,319.585589923,73766597.0,0.0,1.0
