date,Googl_open,Googl_high,Googl_low,Googl_close,Googl_adjusted_close,Googl_volume,Googl_dividend,Googl_split_coefficent,Googl_Real Upper Band,Googl_Real Middle Band,Googl_Real Lower Band,Googl_MACD_Hist,Googl_MACD_Signal,Googl_MACD,Googl_RSI,Googl_CCI,Googl_Aroon Up,Googl_Aroon Down,Googl_Chaikin A/D,Googl_ADX,Googl_SMA,SPY_open,SPY_high,SPY_low,SPY_close,SPY_adjusted_close,SPY_volume,SPY_dividend,SPY_split_coefficent
2020-11-10,1729.77,1759.38,1716.12,1737.72,1737.72,2151058.0,0.0,1.0,1787.2505,1624.8715,1462.4925,16.3355,42.7853,59.1209,65.8379,111.18,92.8571,35.7143,394632105.6627,17.3853,1549.0308,353.49,355.18,350.51,354.04,354.04,85552022.0,0.0,1.0
2020-11-09,1795.98,1816.89,1757.545,1761.42,1761.42,2672024.0,0.0,1.0,1771.8928,1616.339,1460.7852,19.4049,38.7015,58.1063,69.9616,172.21,100.0,42.8571,394635089.0996,16.7688,1543.9658,363.97,364.38,354.06,354.56,354.56,172304203.0,0.0,1.0
2020-11-06,1751.34,1768.495,1736.68,1759.73,1759.73,1431084.0,0.0,1.0,1748.3969,1606.4975,1464.5981,19.7029,33.8502,53.5532,69.8365,183.2262,92.8571,50.0,396958167.3418,15.5758,1537.651,349.93,351.51,347.65,350.16,350.16,74972973.0,0.0,1.0
2020-11-05,1770.45,1791.818,1741.03,1762.5,1762.5,1987907.0,0.0,1.0,1723.1189,1594.0335,1464.9481,18.2102,28.9245,47.1348,70.2819,242.14,100.0,57.1429,396315607.702,14.6309,1531.5518,349.24,352.19,348.86,350.24,350.24,82039749.0,0.0,1.0
2020-11-04,1705.5803,1770.03,1703.0,1745.85,1745.85,3567149.0,0.0,1.0,1692.5729,1580.08,1467.5871,13.603,24.372,37.9749,69.1848,253.8459,100.0,64.2857,396622788.4166,13.5773,1525.6405,340.86,347.94,339.59,343.54,343.54,126959700.0,0.0,1.0
2020-11-03,1630.76,1659.0,1612.108,1645.66,1645.66,1571641.0,0.0,1.0,1661.9838,1565.7445,1469.5052,6.4553,20.9712,27.4265,61.1763,127.7734,85.7143,71.4286,395629223.2692,12.6114,1520.675,333.69,338.25,330.2935,336.03,336.03,93294192.0,0.0,1.0
2020-11-02,1623.54,1658.24,1614.24,1624.32,1624.32,2211449.0,0.0,1.0,1657.1964,1556.0125,1454.8286,4.4078,19.3574,23.7652,59.0726,125.8349,92.8571,78.5714,394951794.1152,12.4989,1517.6235,330.2,332.36,327.24,330.2,330.2,86068299.0,0.0,1.0
2020-10-30,1667.44,1681.315,1601.57,1616.11,1616.11,4996197.0,0.0,1.0,1649.8139,1548.938,1448.0621,2.6636,18.2554,20.9191,58.2647,135.4993,100.0,85.7143,396149997.3915,12.3527,1516.5458,328.28,329.69,322.6,326.54,326.54,120448685.0,0.0,1.0
2020-10-29,1517.02,1588.735,1516.55,1556.88,1556.88,2770343.0,0.0,1.0,1644.6347,1540.9125,1437.1903,0.2286,17.5895,17.8181,51.9046,19.7087,71.4286,0.0,399324269.3961,12.1987,1516.8808,326.91,333.395,325.09,329.98,329.98,90597689.0,0.0,1.0
2020-10-28,1550.01,1553.81,1508.48,1510.8,1510.8,2258675.0,0.0,1.0,1643.3964,1537.4635,1431.5306,2.0992,17.5324,19.6316,45.9549,-19.6421,78.5714,0.0,398999012.6679,12.6574,1520.8935,332.1,338.2483,326.13,326.66,326.66,127094307.0,0.0,1.0
2020-10-27,1588.9319,1602.0,1576.99,1598.88,1598.88,1295138.0,0.0,1.0,1645.1673,1535.2035,1425.2397,9.345,17.0076,26.3526,58.8842,77.7408,85.7143,0.0,401026488.6386,12.6709,1524.5005,339.76,340.12,337.99,338.22,338.22,65994108.0,0.0,1.0
2020-10-26,1615.0,1629.58,1567.78,1584.29,1584.29,1791317.0,0.0,1.0,1638.387,1528.5605,1418.734,10.9082,14.6713,25.5795,57.0244,85.8335,92.8571,7.1429,400054487.8285,13.1082,1525.2668,342.13,342.98,335.62,339.39,339.39,91473002.0,0.0,1.0
2020-10-23,1615.05,1634.12,1611.91,1632.98,1632.98,1527402.0,0.0,1.0,1633.0043,1522.279,1411.5537,13.7619,11.9443,25.7062,66.3204,136.8696,100.0,14.2857,400888696.6191,13.5685,1526.6453,345.93,345.99,343.13,345.78,345.78,49143931.0,0.0,1.0
2020-10-22,1585.0,1613.42,1577.48,1606.66,1606.66,1525773.0,0.0,1.0,1616.5935,1512.583,1408.5725,12.0328,8.5038,20.5366,63.3189,117.8781,92.8571,21.4286,399518092.3031,13.3655,1526.5338,342.96,345.24,340.65,344.61,344.61,55399292.0,0.0,1.0
2020-10-21,1569.85,1615.14,1567.135,1585.99,1585.99,3016053.0,0.0,1.0,1604.9819,1503.393,1401.8041,10.8237,5.4956,16.3193,60.7693,120.5652,100.0,28.5714,398566288.445,13.4085,1527.4705,343.33,348.6847,342.4,342.73,342.73,63574979.0,0.0,1.0
2020-10-20,1523.11,1573.84,1520.5,1551.08,1551.08,2085915.0,0.0,1.0,1596.5987,1494.563,1392.5273,10.0141,2.7897,12.8038,55.9698,78.1309,57.1429,35.7143,399213101.6026,13.4539,1527.967,343.46,346.88,342.64,343.38,343.38,60051880.0,0.0,1.0
2020-10-19,1575.93,1583.925,1522.92,1529.95,1529.95,1486652.0,0.0,1.0,1589.6523,1490.0,1390.3477,11.3987,0.2862,11.6849,52.7187,84.6465,64.2857,42.8571,398907292.5419,14.0495,1528.8188,348.65,349.33,341.04,342.01,342.01,68425614.0,0.0,1.0
2020-10-16,1561.83,1577.71,1557.66,1567.7,1567.7,1710325.0,0.0,1.0,1586.1451,1485.0095,1383.8739,14.8018,-2.5635,12.2383,60.0778,132.5729,71.4286,50.0,400051311.5263,14.6406,1529.9593,348.96,350.75,347.1,347.29,347.29,89501868.0,0.0,1.0
2020-10-15,1544.5,1571.395,1541.1301,1555.47,1555.47,1561485.0,0.0,1.0,1573.8098,1479.179,1384.5482,15.1869,-6.264,8.923,58.3278,139.466,78.5714,0.0,400048752.4365,14.7212,1530.173,343.71,348.02,343.13,347.5,347.5,60357659.0,0.0,1.0
2020-10-14,1574.6,1583.85,1545.895,1563.44,1563.44,1659228.0,0.0,1.0,1563.8282,1475.7575,1387.6868,15.8675,-10.0607,5.8068,59.9172,184.4446,85.7143,0.0,400130533.968,14.8866,1529.9015,350.75,351.93,347.14,347.93,347.93,57958749.0,0.0,1.0
2020-10-13,1577.01,1585.16,1558.63,1567.07,1567.07,1953609.0,0.0,1.0,1553.542,1473.19,1392.838,14.9612,-14.0276,0.9336,60.6157,215.9142,92.8571,7.1429,400255779.3433,14.9856,1529.71,352.28,352.4651,349.09,350.13,350.13,73255513.0,0.0,1.0
2020-10-12,1538.0,1588.42,1529.3,1564.59,1564.59,2767164.0,0.0,1.0,1545.4208,1471.5925,1397.7642,12.0982,-17.7679,-5.6697,60.3223,213.159,100.0,14.2857,400966383.4462,14.8906,1528.4393,349.59,354.02,349.06,352.43,352.43,80388533.0,0.0,1.0
2020-10-09,1492.86,1511.85,1487.0,1510.45,1510.45,1648340.0,0.0,1.0,1531.7898,1468.8045,1405.8192,7.0296,-20.7924,-13.7628,53.2629,87.1549,100.0,21.4286,400429987.9888,14.7906,1526.9403,345.56,347.35,344.89,346.85,346.85,59528606.0,0.0,1.0
2020-10-08,1465.45,1488.0275,1465.45,1483.43,1483.43,1303802.0,0.0,1.0,1532.7956,1469.07,1405.3444,4.1699,-22.5498,-18.38,49.063,22.3993,0.0,28.5714,398967376.4395,15.4797,1527.0953,342.85,343.85,341.86,343.78,343.78,45242476.0,0.0,1.0
2020-10-07,1459.31,1468.97,1433.23,1459.14,1459.14,1805448.0,0.0,1.0,1539.3985,1471.201,1403.0035,2.3376,-23.5923,-21.2547,44.9323,-42.6827,0.0,35.7143,398194565.8863,15.8289,1527.6905,338.12,341.63,338.09,340.76,340.76,56999597.0,0.0,1.0
2020-10-06,1475.5,1484.52,1445.01,1451.02,1451.02,1304752.0,0.0,1.0,1551.1057,1475.6055,1400.1053,2.0351,-24.1767,-22.1416,43.5103,-34.797,0.0,42.8571,397382265.8349,15.8732,1528.2255,339.91,342.17,334.38,334.93,334.93,90128883.0,0.0,1.0
2020-10-05,1462.65,1484.7,1460.09,1482.83,1482.83,1080058.0,0.0,1.0,1556.6129,1479.2345,1401.8561,2.5608,-24.6855,-22.1247,48.0212,-9.9552,7.1429,50.0,398290077.3378,16.0732,1529.3705,336.06,339.96,336.01,339.76,339.76,45713108.0,0.0,1.0
2020-10-02,1459.63,1479.03,1447.35,1455.6,1455.6,1561132.0,0.0,1.0,1573.4163,1484.1535,1394.8907,0.3055,-25.3257,-25.0202,43.353,-42.3519,0.0,57.1429,397374156.5552,16.4849,1529.759,331.7,337.0126,331.19,333.84,333.84,89431112.0,0.0,1.0
2020-10-01,1483.6608,1495.07,1476.8,1487.9,1487.9,1644221.0,0.0,1.0,1601.1451,1492.849,1384.5529,-0.1774,-25.402,-25.5795,48.1124,-12.7827,7.1429,64.2857,398122198.9718,16.8285,1530.9928,337.69,338.74,335.01,337.04,337.04,88698745.0,0.0,1.0
2020-09-30,1460.935,1486.1975,1455.755,1465.6,1465.6,2046170.0,0.0,1.0,1650.2009,1504.3235,1358.4461,-3.8523,-25.3577,-29.21,44.184,-42.8292,0.0,71.4286,397768515.9653,17.5902,1530.7725,333.09,338.29,332.88,334.89,334.89,104081136.0,0.0,1.0
2020-09-29,1463.91,1472.0,1454.0,1466.02,1466.02,1591112.0,0.0,1.0,1672.4379,1513.7975,1355.1571,-6.7538,-24.3946,-31.1484,44.2426,-54.9261,7.1429,78.5714,398491237.257,18.2587,1530.965,333.97,334.77,331.6209,332.37,332.37,51531594.0,0.0,1.0
2020-09-28,1471.99,1472.99,1446.28,1458.66,1458.66,1539236.0,0.0,1.0,1686.6597,1521.973,1357.2863,-10.5061,-22.7062,-33.2122,43.0132,-66.3287,14.2857,85.7143,397957330.7859,18.7464,1531.3835,333.22,334.96,332.15,334.19,334.19,64584614.0,0.0,1.0
2020-09-25,1425.05,1445.94,1407.68,1439.06,1439.06,1516677.0,0.0,1.0,1700.5769,1531.0115,1361.4461,-14.5343,-20.0797,-34.6139,39.7268,-101.0272,0.0,92.8571,398069704.8106,19.2597,1532.1158,322.58,329.58,321.64,328.73,328.73,71069426.0,0.0,1.0
2020-09-24,1402.68,1437.99,1402.15,1422.86,1422.86,1727611.0,0.0,1.0,1709.6118,1540.4845,1371.3572,-17.4579,-16.4461,-33.9039,36.9356,-119.3237,0.0,100.0,397098492.4086,19.3863,1534.5985,321.22,326.797,319.8,323.5,323.5,76681332.0,0.0,1.0
2020-09-23,1452.09,1453.08,1402.68,1409.39,1409.39,1886299.0,0.0,1.0,1717.3667,1551.548,1385.7293,-18.7735,-12.0816,-30.8551,34.5971,-128.179,0.0,100.0,396829517.2585,19.3932,1537.1148,330.9,331.2,322.1,322.64,322.64,93112240.0,0.0,1.0
2020-09-22,1450.32,1463.97,1429.495,1459.82,1459.82,1697542.0,0.0,1.0,1715.182,1561.371,1407.56,-17.7552,-7.3882,-25.1434,39.7171,-113.9719,7.1429,92.8571,398213551.7232,19.406,1539.4713,328.57,330.9,325.86,330.3,330.3,63612107.0,0.0,1.0
2020-09-21,1431.62,1440.06,1402.68,1430.14,1430.14,2845405.0,0.0,1.0,1714.4412,1567.6375,1420.8338,-19.6727,-2.9494,-22.6222,34.4126,-158.7858,14.2857,100.0,396924700.0379,19.7039,1541.2115,325.7,327.13,321.73,326.97,326.97,99450829.0,0.0,1.0
2020-09-18,1488.3,1495.2,1431.62,1451.09,1451.09,3152788.0,0.0,1.0,1707.4657,1574.909,1442.3523,-18.0219,1.9687,-16.0531,36.5188,-147.1849,21.4286,100.0,395589536.7501,19.6582,1543.1633,335.37,335.49,327.97,330.65,330.65,105877942.0,1.3392,1.0
2020-09-17,1485.81,1498.66,1462.46,1487.04,1487.04,2000356.0,0.0,1.0,1700.9533,1581.167,1461.3807,-16.0425,6.4742,-9.5683,40.4651,-137.8994,28.5714,100.0,396811378.4663,19.9199,1544.8048,333.56,337.6996,332.991,335.84,334.485242208,91523339.0,0.0,1.0
2020-09-16,1542.48,1554.37,1511.59,1512.09,1512.09,1107169.0,0.0,1.0,1697.2309,1584.0455,1470.8601,-15.2972,10.4848,-4.8124,43.5071,-88.7054,35.7143,78.5714,396095228.915,20.5595,1546.75,341.51,343.06,338.52,338.82,337.453221072,82211256.0,0.0,1.0
2020-09-15,1527.89,1550.99,1522.1,1535.12,1535.12,1152055.0,0.0,1.0,1695.3909,1586.23,1477.0691,-15.5318,14.3091,-1.2227,46.4907,-76.5644,42.8571,85.7143,397176517.3867,21.3711,1547.8458,341.12,342.02,338.4683,340.17,338.797775256,52920862.0,0.0,1.0
2020-09-14,1531.6471,1557.0,1505.11,1508.83,1508.83,2133007.0,0.0,1.0,1696.5057,1585.286,1474.0663,-17.1601,18.1921,1.0319,42.296,-91.8866,50.0,92.8571,397290167.6723,22.0634,1548.5638,337.49,340.38,334.2208,338.46,337.09467329,65605686.0,0.0,1.0
2020-09-11,1528.15,1538.695,1493.02,1515.76,1515.76,1535337.0,0.0,1.0,1696.8866,1585.076,1473.2654,-15.9106,22.4821,6.5715,43.1235,-100.7102,57.1429,100.0,399117343.6435,22.7921,1548.7643,335.82,336.97,331.0,334.06,332.712422618,84680194.0,0.0,1.0
2020-09-10,1550.18,1573.66,1520.0,1526.05,1526.05,1651194.0,0.0,1.0,1696.8214,1585.1205,1473.4196,-13.619,26.4598,12.8408,44.3189,-66.1011,64.2857,85.7143,399123898.4485,23.7922,1548.7433,341.82,342.53,332.85,333.89,332.543108387,90569548.0,0.0,1.0
2020-09-09,1548.9,1558.72,1525.17,1547.23,1547.23,1962078.0,0.0,1.0,1698.1482,1584.18,1470.2118,-10.2563,29.8645,19.6082,46.7985,-55.2951,71.4286,92.8571,400402758.356,24.4493,1548.514,337.55,342.46,336.61,339.79,338.419308152,91462290.0,0.0,1.0
2020-09-08,1525.0,1555.55,1516.5,1523.6,1523.6,2701586.0,0.0,1.0,1702.5808,1580.8455,1459.1102,-6.6244,32.4286,25.8041,43.5251,-64.5016,78.5714,100.0,399784601.4422,25.3258,1547.8547,336.71,342.64,332.88,333.21,331.865851465,114465322.0,0.0,1.0
2020-09-04,1609.0,1634.99,1537.9701,1581.21,1581.21,2792533.0,0.0,1.0,1704.2821,1579.5065,1454.7309,1.6584,34.0847,35.7431,50.5689,8.3764,85.7143,0.0,401503792.5331,26.2875,1547.5705,346.13,347.83,334.87,342.57,341.188093804,139156281.0,0.0,1.0
2020-09-03,1699.52,1700.0,1607.71,1629.51,1629.51,3186287.0,0.0,1.0,1705.0425,1575.3645,1445.6865,8.373,33.6701,42.0431,57.8584,86.7156,92.8571,0.0,401807169.2328,26.9922,1546.5155,355.87,356.38,342.59,345.39,343.996718098,148011129.0,0.0,1.0
2020-09-02,1668.01,1726.1022,1660.19,1717.39,1717.39,2476072.0,0.0,1.0,1699.7754,1569.1365,1438.4976,12.978,31.5769,44.5549,76.4857,164.0611,100.0,7.1429,403488178.1615,26.5298,1543.7443,354.67,358.75,353.43,357.7,356.25706032,69540035.0,0.0,1.0
2020-09-01,1632.16,1659.22,1629.53,1655.08,1655.08,1133766.0,0.0,1.0,1674.3731,1557.2215,1440.0699,9.8326,28.3324,38.165,70.1608,121.0651,100.0,0.0,401666674.9509,24.8323,1538.3995,350.21,352.71,349.24,352.6,351.177633404,54999325.0,0.0,1.0
2020-08-31,1643.57,1644.5,1625.33,1629.53,1629.53,1321097.0,0.0,1.0,1661.655,1548.1325,1434.61,9.9241,25.8742,35.7983,66.756,117.4226,78.5714,0.0,400849095.6292,23.6052,1534.2705,350.35,351.3,349.06,349.31,347.900905061,66099183.0,0.0,1.0
2020-08-28,1629.47,1641.35,1625.605,1639.43,1639.43,1121195.0,0.0,1.0,1651.2546,1540.794,1430.3334,11.4651,23.3932,34.8583,69.614,136.6498,85.7143,0.0,401591308.1848,22.4692,1531.0235,349.44,350.72,348.15,350.58,349.165781959,48588940.0,0.0,1.0
2020-08-27,1646.61,1647.99,1618.8137,1628.52,1628.52,1567503.0,0.0,1.0,1636.1023,1533.22,1430.3377,11.6166,20.5269,32.1435,68.2218,153.7084,92.8571,7.1429,400743558.0117,21.3073,1526.786,348.51,349.9,346.53,348.33,346.92485832,58034142.0,0.0,1.0
2020-08-26,1606.3,1652.79,1600.9754,1644.13,1644.13,2609363.0,0.0,1.0,1621.9455,1528.7125,1435.4795,11.699,17.6227,29.3217,72.6437,190.7638,100.0,0.0,401268114.8966,20.0842,1522.123,344.76,347.86,344.17,347.57,346.167924113,50790237.0,0.0,1.0
2020-08-25,1580.1,1608.88,1577.88,1605.85,1605.85,1257463.0,0.0,1.0,1599.4153,1522.6815,1445.9477,9.0062,14.698,23.7042,67.9069,168.9804,100.0,0.0,399530980.3257,18.7968,1516.471,343.53,344.21,342.27,344.12,342.7318412,38463381.0,0.0,1.0
2020-08-24,1592.47,1608.78,1575.04,1585.15,1585.15,1281893.0,0.0,1.0,1584.4495,1517.5715,1450.6935,7.6406,12.4464,20.0871,64.8509,187.7894,100.0,0.0,398519331.0605,17.9175,1511.254,342.12,343.0,339.4504,342.92,341.536681926,48588662.0,0.0,1.0
2020-08-21,1571.8,1591.88,1562.31,1575.57,1575.57,1742275.0,0.0,1.0,1574.4208,1514.7855,1455.1502,6.7494,10.5363,17.2857,63.3511,188.6282,100.0,7.1429,399033000.099,16.9931,1505.6888,337.92,339.72,337.55,339.48,338.110558673,55106628.0,0.0,1.0
2020-08-20,1539.97,1580.17,1534.46,1576.25,1576.25,1319131.0,0.0,1.0,1564.1498,1511.4175,1458.6852,5.5853,8.8489,14.4342,63.5298,189.437,100.0,0.0,399212707.1924,16.224,1502.327,335.36,338.8,335.22,338.28,336.915399399,42207826.0,0.0,1.0
2020-08-19,1552.49,1568.86,1540.0,1544.61,1544.61,1523592.0,0.0,1.0,1552.1498,1508.4425,1464.7352,3.0628,7.4526,10.5154,58.4693,166.558,100.0,7.1429,398119828.37,15.5626,1498.7383,339.05,339.61,336.62,337.23,335.869635034,68054244.0,0.0,1.0
2020-08-18,1526.12,1557.37,1521.665,1555.78,1555.78,1418850.0,0.0,1.0,1557.2141,1509.4545,1461.6949,1.8952,6.6869,8.5821,61.2556,137.9911,100.0,14.2857,399156673.3763,15.0135,1496.7225,338.34,339.1,336.61,338.64,337.273947181,38733908.0,0.0,1.0
2020-08-17,1515.97,1523.78,1505.0,1516.24,1516.24,998010.0,0.0,1.0,1557.2483,1509.4615,1461.6747,-1.3607,6.2131,4.8525,54.0594,19.9139,14.2857,21.4286,397864190.6357,14.5888,1494.0945,337.94,338.34,336.8517,337.91,336.546891956,34496002.0,0.0,1.0
2020-08-14,1513.61,1519.785,1499.0,1504.63,1504.63,1097059.0,0.0,1.0,1565.1625,1511.8415,1458.5205,-2.5059,6.5533,4.0474,51.6088,-10.0812,21.4286,28.5714,397667564.5974,14.6389,1491.8045,336.41,337.42,335.62,336.84,335.48120827,47260390.0,0.0,1.0
2020-08-13,1508.21,1536.9744,1508.21,1516.65,1516.65,1119711.0,0.0,1.0,1565.709,1512.4525,1459.196,-3.0368,7.1798,4.143,54.3984,30.7728,28.5714,35.7143,398170306.333,14.7555,1490.0418,336.61,338.2514,335.83,336.83,335.471248609,41816146.0,0.0,1.0
2020-08-12,1487.1245,1511.67,1485.0,1507.24,1507.24,1126560.0,0.0,1.0,1565.6006,1512.366,1459.1314,-4.958,7.9389,2.981,52.5333,-30.3105,0.0,42.8571,398632930.0418,14.6902,1488.439,335.44,338.28,332.8377,337.44,336.078787907,53826128.0,0.0,1.0
2020-08-11,1494.0,1510.44,1478.19,1480.54,1480.54,1554853.0,0.0,1.0,1566.0628,1512.848,1459.6332,-6.7659,9.1784,2.4125,46.8002,-71.4888,7.1429,50.0,397880622.8202,15.0215,1486.9198,336.85,337.54,332.01,332.8,331.45750538,69601087.0,0.0,1.0
2020-08-10,1490.8,1507.15,1477.4901,1496.82,1496.82,1027329.0,0.0,1.0,1566.0463,1514.864,1463.6817,-6.4995,10.8699,4.3704,50.2355,-64.116,0.0,57.1429,399208877.0884,15.3904,1485.4248,335.06,335.77,332.955,335.57,334.216331371,44282089.0,0.0,1.0
2020-08-07,1509.04,1520.09,1486.27,1498.37,1498.37,1386294.0,0.0,1.0,1566.1669,1515.6345,1465.1021,-7.3465,12.4948,5.1483,50.5637,-43.2867,7.1429,64.2857,398897147.8423,15.8309,1483.3273,333.28,334.88,332.3,334.57,333.220365309,57308270.0,0.0,1.0
2020-08-06,1476.15,1506.27,1471.9,1504.95,1504.95,1665261.0,0.0,1.0,1568.5259,1517.6665,1466.8071,-8.423,14.3314,5.9084,51.9,-72.4447,14.2857,71.4286,399291475.1125,16.1364,1480.9155,331.4799,334.46,331.13,334.33,332.981333454,43679447.0,0.0,1.0
2020-08-05,1476.82,1490.0,1471.215,1479.09,1479.09,1457518.0,0.0,1.0,1568.8758,1518.352,1467.8282,-10.3144,16.4371,6.1227,46.7657,-131.912,21.4286,78.5714,397754124.7625,16.6656,1479.9093,331.47,332.39,331.18,332.11,330.770288797,42866354.0,0.0,1.0
2020-08-04,1486.71,1493.11,1464.03,1473.3,1473.3,1860609.0,0.0,1.0,1567.3464,1519.5775,1471.8086,-10.0756,19.0158,8.9402,45.5574,-156.9871,28.5714,85.7143,397989608.7726,17.4775,1479.234,327.86,330.06,327.86,330.06,328.72855837,41917893.0,0.0,1.0
2020-08-03,1491.0,1497.73,1471.72,1482.76,1482.76,2276085.0,0.0,1.0,1565.4274,1520.4085,1475.3896,-8.5389,21.5346,12.9958,47.1821,-142.2346,35.7143,92.8571,398663983.5615,18.3321,1478.6025,328.32,329.62,327.73,328.79,327.463681472,53077948.0,0.0,1.0
2020-07-31,1497.05,1505.02,1454.0,1487.95,1487.95,4576382.0,0.0,1.0,1563.9912,1521.253,1478.5148,-6.6494,23.6694,17.02,48.0551,-156.7523,42.8571,100.0,399007890.2916,19.1119,1477.534,325.9,326.63,321.33,326.52,325.202838511,85210755.0,0.0,1.0
