date,Aapl_open,Aapl_high,Aapl_low,Aapl_close,Aapl_volume,Aapl_Real Middle Band,Aapl_Real Lower Band,Aapl_Real Upper Band,Aapl_MACD,Aapl_MACD_Hist,Aapl_MACD_Signal,Aapl_RSI,Aapl_CCI,Aapl_Aroon Up,Aapl_Aroon Down,Googl_open,Googl_high,Googl_low,Googl_close,Googl_volume,Googl_Real Middle Band,Googl_Real Lower Band,Googl_Real Upper Band,Googl_MACD_Signal,Googl_MACD_Hist,Googl_MACD,Googl_RSI,Googl_CCI,Googl_Aroon Up,Googl_Aroon Down
2013-06-18,431.56,434.9,430.21,431.77,6965200.0,13.8773,13.475,14.2796,-0.0558,-0.0611,0.0053,43.4249,-120.7602,14.2857,85.7143,888.65,901.0,888.35,900.62,4329400.0,440.2535,428.0172,452.4898,3.6153,0.0192,3.6345,63.0175,131.7507,100.0,42.8571
2013-06-17,431.44,435.7,430.3615,432.0,9264800.0,13.8949,13.5148,14.275,-0.0445,-0.065,0.0205,43.6073,-129.3932,21.4286,92.8571,879.23,889.43,878.28,886.25,4288300.0,440.4518,427.3794,453.5243,3.6105,-0.7055,2.905,57.752,38.7644,0.0,50.0
2013-06-14,435.4,436.29,428.5,430.05,9709500.0,13.8968,13.5227,14.271,-0.03,-0.0668,0.0368,41.6796,-149.2344,28.5714,100.0,880.1,884.7,874.13,875.04,4485500.0,441.0269,426.3767,455.677,3.7869,-1.1214,2.6655,52.8936,-10.3065,7.1429,57.1429
2013-06-13,432.5,437.14,428.75,435.965,10208300.0,13.904,13.5531,14.2549,-0.005,-0.0584,0.0535,46.1201,-113.0213,35.7143,100.0,868.98,879.66,865.5,877.0,4135600.0,441.7498,426.1965,457.3032,4.0673,-1.1739,2.8934,53.9,-36.4619,14.2857,64.2857
2013-06-12,439.5,441.25,431.5,432.19,9472400.0,13.8928,13.5065,14.2791,0.0082,-0.0599,0.0681,42.489,-92.9924,42.8571,100.0,885.46,886.0,869.65,871.98,4405100.0,442.7251,425.421,460.0292,4.3608,-1.3186,3.0421,51.7152,-33.0716,0.0,71.4286
2013-06-11,435.74,442.7599,433.32,437.6,10218300.0,13.9111,13.548,14.2743,0.0369,-0.0462,0.0831,46.6749,-61.5454,50.0,85.7143,883.97,887.0,879.52,879.81,3511600.0,443.1043,425.9572,460.2513,4.6904,-1.2463,3.4441,55.5265,-6.364,0.0,78.5714
2013-06-10,444.73,449.079,436.8,438.89,16076900.0,13.9381,13.5421,14.3341,0.0557,-0.0389,0.0946,47.7158,-19.6288,57.1429,0.0,882.1,891.0,880.0901,890.22,4670900.0,443.0471,425.8683,460.2259,5.002,-1.4948,3.5072,61.0842,17.8585,0.0,85.7143
2013-06-07,436.5,443.24,432.77,441.811,14447700.0,13.9603,13.546,14.3745,0.0748,-0.0296,0.1043,50.0631,-53.9008,64.2857,7.1429,870.42,880.0,865.32,879.73,5343800.0,442.7966,425.6798,459.9133,5.3757,-2.3706,3.0051,57.0629,-35.9707,7.1429,92.8571
2013-06-06,445.47,447.0,434.05,438.46,14890500.0,13.9838,13.5333,14.4342,0.0886,-0.0231,0.1117,47.3015,-53.6916,71.4286,0.0,864.3,866.33,847.22,864.64,5153000.0,442.5897,425.3028,459.8765,5.9683,-3.1121,2.8562,50.1874,-107.3765,14.2857,100.0
2013-06-05,445.65,450.72,443.71,445.11,10378200.0,14.0189,13.5247,14.5131,0.1158,-0.0017,0.1175,52.6689,9.1758,78.5714,7.1429,862.51,869.45,857.13,859.7,4209300.0,442.8151,425.8862,459.7441,6.7463,-3.3511,3.3953,47.6385,-98.6725,21.4286,92.8571
2013-06-04,453.22,454.43,447.39,449.31,10454600.0,14.0354,13.5222,14.5486,0.1275,0.0095,0.1179,56.4238,40.8233,85.7143,14.2857,867.85,870.59,854.07,859.1,3733400.0,442.7532,425.6463,459.8601,7.5841,-3.298,4.2862,47.3346,-100.1208,28.5714,100.0
2013-06-03,450.73,452.36,442.48,450.72,13298300.0,14.0485,13.5125,14.5846,0.1271,0.0115,0.1155,57.7063,19.5477,0.0,21.4286,873.0,873.9699,855.02,867.63,4946400.0,442.8146,425.8707,459.7586,8.4086,-3.017,5.3916,51.2626,-78.3937,35.7143,100.0
2013-05-31,452.5,457.1,449.5,449.735,13725100.0,14.0427,13.5101,14.5753,0.1202,0.0075,0.1127,57.0734,53.1934,0.0,28.5714,868.12,877.0,867.52,871.218,3934800.0,442.2652,423.7262,460.8042,9.1629,-2.8744,6.2884,52.9798,-41.1194,42.8571,85.7143
2013-05-30,445.65,454.5,444.51,451.58,12625700.0,14.0314,13.499,14.5638,0.1128,0.002,0.1108,58.5986,40.8491,0.0,35.7143,869.92,878.9,866.41,870.76,4237100.0,441.2218,419.5252,462.9183,9.8815,-2.723,7.1585,52.7923,-27.6037,50.0,92.8571
2013-05-29,440.0,447.5,439.4,444.95,11806300.0,14.0075,13.4665,14.5485,0.0958,-0.0145,0.1103,54.5452,-11.326,7.1429,42.8571,875.71,877.99,864.29,868.31,4022700.0,439.9596,414.7171,465.2021,10.5622,-2.374,8.1882,51.8387,-21.6258,57.1429,0.0
2013-05-28,449.9,451.11,440.85,441.439,13790900.0,13.9994,13.4536,14.5453,0.094,-0.0199,0.1139,52.2462,-3.2562,14.2857,50.0,883.5,892.14,880.4,881.27,4510400.0,438.8627,411.1542,466.5712,11.1557,-1.6471,9.5086,57.5491,30.2691,64.2857,0.0
2013-05-24,440.85,445.66,440.36,445.15,9863100.0,13.9771,13.3813,14.573,0.1015,-0.0173,0.1189,54.9752,-1.1184,21.4286,57.1429,875.26,878.82,871.01,873.32,4589000.0,437.3027,407.0771,467.5282,11.5675,-1.1738,10.3937,54.7071,9.1661,71.4286,0.0
2013-05-23,435.95,446.16,435.79,442.14,12607900.0,13.9288,13.2073,14.6503,0.0978,-0.0254,0.1232,53.1314,-6.3616,28.5714,64.2857,877.0,889.96,874.0,882.79,4545600.0,435.4996,401.5816,469.4176,11.861,-0.0827,11.7782,59.0822,34.2047,78.5714,0.0
2013-05-22,444.05,448.3499,438.22,441.354,15822800.0,13.8714,12.9895,14.7534,0.1013,-0.0283,0.1296,52.6613,12.3483,35.7143,71.4286,902.56,909.31,886.88,889.42,5116000.0,433.6516,397.56,469.7432,11.8816,1.0088,12.8905,62.3224,66.4405,85.7143,0.0
2013-05-21,438.15,445.48,434.2,439.66,16286500.0,13.8107,12.7862,14.8352,0.1068,-0.0299,0.1366,51.6917,6.4405,42.8571,78.5714,908.02,911.66,897.61,906.97,3962000.0,431.7466,394.4787,469.0146,11.6294,2.1546,13.784,72.0324,93.7872,92.8571,0.0
2013-05-20,431.91,445.8,430.1,442.93,16127800.0,13.7537,12.6201,14.8874,0.1176,-0.0265,0.1441,53.6619,13.3813,50.0,85.7143,905.0,920.6,905.0,908.53,4540800.0,429.2622,391.8719,466.6524,11.0908,2.7371,13.8278,72.9708,114.8654,100.0,7.1429
2013-05-17,439.05,440.09,431.01,433.26,15282300.0,13.6799,12.4189,14.941,0.1193,-0.0314,0.1507,48.2453,1.6229,57.1429,0.0,910.02,913.489,900.52,909.18,5578400.0,426.5434,389.3225,463.7643,10.4065,3.1964,13.6029,73.3404,118.5663,92.8571,0.0
2013-05-16,423.24,437.85,418.9,434.578,21543000.0,13.6086,12.1934,15.0239,0.1507,-0.0078,0.1586,48.9698,-5.5905,64.2857,0.0,919.0,919.9799,902.01,903.87,6412700.0,423.8022,387.6006,460.0038,9.6074,3.4774,13.0848,72.275,134.6096,100.0,0.0
2013-05-15,439.16,441.0,422.36,428.85,26486200.0,13.5376,12.0052,15.07,0.1844,0.0239,0.1605,45.6779,1.5655,71.4286,0.0,895.5001,916.38,894.02,915.89,7963800.0,420.3426,382.8883,457.7969,8.7381,3.7663,12.5043,78.9031,150.7772,100.0,7.1429
2013-05-14,453.85,455.2,442.15,443.86,15968500.0,13.4924,11.9054,15.0795,0.243,0.0884,0.1545,54.1828,52.3934,78.5714,0.0,877.5,888.69,877.14,887.1,3155400.0,416.999,382.2323,451.7657,7.7965,3.1713,10.9678,73.4976,121.6632,100.0,14.2857
2013-05-13,451.51,457.9,451.5,454.74,11319600.0,13.4603,11.887,15.0335,0.2662,0.1338,0.1324,61.946,80.0034,85.7143,7.1429,878.89,882.4699,873.381,877.53,2894100.0,414.6485,381.4292,447.8678,7.0037,3.3135,10.3172,71.2215,125.6311,100.0,21.4286
2013-05-10,457.97,459.71,450.48,452.97,11959000.0,13.401,11.8715,14.9305,0.2571,0.1581,0.099,61.1041,88.6566,92.8571,0.0,875.31,880.54,872.16,880.23,3791600.0,412.2511,379.8205,444.6817,6.1753,3.6502,9.8255,72.8608,145.3846,100.0,0.0
2013-05-09,459.81,463.0,455.58,456.77,14231700.0,13.36,11.8811,14.839,0.2474,0.1879,0.0595,63.9233,112.7045,100.0,0.0,870.84,879.66,868.23,871.48,4396700.0,409.9896,379.7959,440.1834,5.2627,3.6543,8.9171,70.8412,158.189,100.0,0.0
2013-05-08,459.04,465.37,455.81,463.84,16878500.0,13.3202,11.9114,14.729,0.2192,0.2067,0.0125,66.937,126.1477,92.8571,7.1429,857.0,873.88,852.91,873.63,4931600.0,407.9561,379.9368,435.9754,4.3491,3.7256,8.0747,72.0648,168.6364,100.0,0.0
2013-05-07,464.97,465.75,453.7,458.658,17276900.0,13.2762,11.9659,14.5865,0.1673,0.2064,-0.0392,64.9596,133.2585,100.0,14.2857,863.01,863.8699,850.67,857.23,3914000.0,405.8634,381.1222,430.6046,3.4177,3.3546,6.7724,68.1707,166.5109,100.0,7.1429
2013-05-06,455.71,462.2,454.31,460.71,17737200.0,13.2267,12.009,14.4444,0.1151,0.2058,-0.0908,66.4202,151.7155,100.0,21.4286,848.26,861.85,848.26,861.55,4278300.0,403.8678,380.8377,426.8978,2.5791,3.27,5.8491,70.5771,193.242,100.0,14.2857
2013-05-03,451.31,453.23,449.15,449.98,12903600.0,13.1728,12.0787,14.2669,0.0402,0.1824,-0.1422,62.3048,135.9706,100.0,28.5714,836.96,846.8,836.0,845.72,5020100.0,401.6935,381.7327,421.6544,1.7616,2.6034,4.365,66.5607,173.1025,100.0,21.4286
2013-05-02,441.78,448.59,440.63,445.52,15065300.0,13.1309,12.1155,14.1463,-0.0218,0.1661,-0.1879,60.4331,125.1489,100.0,35.7143,820.1,834.55,819.05,829.61,4032500.0,400.1219,382.6988,417.545,1.1107,2.1048,3.2155,61.6082,140.6773,100.0,28.5714
2013-05-01,444.46,444.93,434.39,439.29,18103900.0,13.1031,12.1477,14.0585,-0.0864,0.143,-0.2294,57.7095,107.1881,92.8571,42.8571,823.26,824.72,816.36,820.43,2907000.0,399.2558,383.4463,415.0652,0.5845,1.9399,2.5244,58.3437,131.0175,92.8571,35.7143
2013-04-30,435.1,445.25,432.07,442.78,24697800.0,13.0917,12.1615,14.0219,-0.1478,0.1174,-0.2651,59.8526,113.7227,100.0,50.0,819.0,827.64,817.68,824.57,4608700.0,398.899,383.9087,413.8892,0.0996,1.9748,2.0743,60.4979,158.8721,100.0,42.8571
2013-04-29,420.45,433.617,420.0,430.12,22868800.0,13.0714,12.1911,13.9516,-0.235,0.0594,-0.2945,54.1125,52.6429,14.2857,57.1429,803.25,822.7,803.0,819.06,4596900.0,398.6098,384.569,412.6506,-0.3941,1.6524,1.2583,58.6092,124.0127,100.0,50.0
2013-04-26,409.81,418.769,408.25,417.205,27289200.0,13.0695,12.1923,13.9467,-0.3027,0.0066,-0.3093,46.9239,-20.9376,21.4286,64.2857,807.6,807.74,796.58,801.42,4970400.0,398.1617,385.1728,411.1506,-0.8072,1.287,0.4797,51.7513,57.1123,85.7143,57.1429
2013-04-25,411.225,413.94,407.0,408.38,13744200.0,13.1093,12.1707,14.0478,-0.3436,-0.0327,-0.3109,41.0659,-53.0984,28.5714,71.4286,816.25,816.47,807.63,809.1,3980400.0,397.9803,385.1074,410.8533,-1.129,1.5089,0.3799,55.4667,120.0005,92.8571,64.2857
2013-04-24,393.54,415.25,392.5,405.462,34630400.0,13.1776,12.154,14.2012,-0.3627,-0.06,-0.3028,38.9988,-89.859,35.7143,78.5714,808.11,818.0,808.0,813.454,3654500.0,397.8188,385.2654,410.3723,-1.5062,1.361,-0.1452,57.6453,141.8236,100.0,71.4286
2013-04-23,403.99,408.381,398.81,406.13,23722800.0,13.2646,12.1363,14.3929,-0.3726,-0.0848,-0.2878,39.2917,-102.1175,42.8571,85.7143,801.0,815.5,800.36,807.9,4580000.0,397.7929,385.3217,410.2641,-1.8464,0.8107,-1.0357,55.5786,107.6718,100.0,78.5714
2013-04-22,392.64,402.2,391.275,398.67,15354300.0,13.3544,12.1391,14.5697,-0.3818,-0.1153,-0.2666,34.1629,-145.8026,0.0,92.8571,800.6,803.958,775.0,800.114,5761000.0,397.8365,385.2563,410.4167,-2.0491,0.1755,-1.8736,52.5657,3.2304,0.0,85.7143
2013-04-19,387.97,399.6,385.1,390.53,21759800.0,13.4532,12.2228,14.6837,-0.3643,-0.1266,-0.2378,27.9998,-192.2512,0.0,100.0,769.16,803.44,766.26,799.87,11594700.0,398.0922,385.0421,411.1424,-2.093,-0.4253,-2.5182,52.4719,-22.1913,7.1429,92.8571
2013-04-18,404.99,405.79,389.742,392.05,23796400.0,13.5505,12.4264,14.6745,-0.3108,-0.1047,-0.2061,28.4618,-194.3991,0.0,100.0,785.35,785.8,761.2601,765.914,6638300.0,398.3779,384.8299,411.9258,-1.9866,-1.3053,-3.2919,36.1561,-135.0185,14.2857,100.0
2013-04-17,420.27,420.6,398.11,402.8,33752000.0,13.6443,12.6642,14.6243,-0.2428,-0.0629,-0.1799,31.9206,-153.4986,0.0,100.0,786.75,790.845,778.1,782.56,4069900.0,399.6015,387.032,412.171,-1.6603,-0.8372,-2.4975,42.8525,-76.7288,21.4286,50.0
2013-04-16,421.57,426.61,420.57,426.24,10920400.0,13.7251,12.8442,14.606,-0.1867,-0.0225,-0.1642,42.3378,-78.4129,0.0,92.8571,786.59,796.0,783.92,793.37,3480500.0,400.3227,387.8126,412.8328,-1.451,-0.8462,-2.2973,48.2401,-42.2286,28.5714,57.1429
2013-04-15,427.0,427.89,419.55,419.85,11340000.0,13.7711,12.8826,14.6597,-0.187,-0.0283,-0.1586,37.1453,-96.182,0.0,100.0,785.95,797.0,777.02,781.93,4901200.0,400.6843,388.0562,413.3125,-1.2395,-1.3208,-2.5603,40.9438,-81.0452,0.0,64.2857
2013-04-12,434.15,434.15,429.09,429.8,8521900.0,13.8084,12.9704,14.6463,-0.1642,-0.0127,-0.1515,42.7058,-60.8599,7.1429,64.2857,791.99,792.102,782.93,790.05,3270100.0,401.4961,389.0745,413.9178,-0.9093,-1.3653,-2.2746,45.1375,-72.072,7.1429,71.4286
2013-04-11,433.72,437.99,431.2,434.33,11727300.0,13.8126,12.9813,14.6438,-0.1645,-0.0162,-0.1483,45.591,-42.1407,14.2857,71.4286,792.88,793.1,784.06,790.39,4053300.0,402.2858,389.3036,415.268,-0.5679,-1.7236,-2.2915,45.3179,-76.3021,14.2857,78.5714
2013-04-10,428.1,437.06,426.01,435.69,13426000.0,13.8032,12.9575,14.6489,-0.1769,-0.0326,-0.1443,46.4661,-48.6347,21.4286,78.5714,782.92,792.35,776.0,790.18,3953200.0,403.1615,389.5338,416.7893,-0.1371,-2.1601,-2.2971,45.1923,-104.372,21.4286,85.7143
2013-04-09,426.36,428.5,422.75,426.98,10950500.0,13.7919,12.9307,14.6531,-0.1945,-0.0583,-0.1362,39.5674,-85.333,28.5714,85.7143,775.5,783.75,773.11,777.65,4310200.0,404.1002,389.9138,418.2865,0.403,-2.6631,-2.2602,37.1944,-168.063,0.0,92.8571
2013-04-08,424.85,427.5,422.49,426.21,10743900.0,13.8089,12.9704,14.6474,-0.1863,-0.0647,-0.1216,38.9213,-93.9183,35.7143,92.8571,778.75,779.55,768.4,774.85,5658500.0,405.5338,391.5311,419.5366,1.0687,-2.609,-1.5403,35.2333,-222.9949,7.1429,100.0
2013-04-05,424.5,424.95,419.68,423.2,13703400.0,13.8175,12.9957,14.6393,-0.1708,-0.0654,-0.1054,36.4551,-114.2249,42.8571,100.0,786.06,786.99,776.4,783.05,6860900.0,406.955,394.412,419.4979,1.721,-2.177,-0.456,38.5027,-218.4553,0.0,100.0
2013-04-04,433.76,435.0,425.25,427.72,12801700.0,13.8291,13.0346,14.6235,-0.1389,-0.0498,-0.089,38.63,-78.7285,50.0,100.0,804.25,805.75,791.3,795.07,4890300.0,408.1975,396.6506,419.7443,2.2652,-1.7494,0.5158,44.0688,-125.9695,0.0,100.0
2013-04-03,431.37,437.28,430.31,431.99,12972000.0,13.8258,13.0235,14.6281,-0.1105,-0.0339,-0.0766,40.7634,-55.546,57.1429,0.0,813.46,814.2,800.668,806.202,3473500.0,409.108,397.8102,420.4058,2.7026,-1.5677,1.1349,50.3254,-64.4023,0.0,85.7143
2013-04-02,427.6,438.14,426.4,429.792,18911400.0,13.8245,13.02,14.629,-0.0863,-0.0182,-0.0681,39.1573,-63.5214,64.2857,7.1429,804.54,814.83,804.0,813.04,4078900.0,409.9206,397.801,422.0402,3.0945,-1.7545,1.34,54.7598,-45.4985,0.0,92.8571
2013-04-01,441.9,443.698,427.74,428.91,13919000.0,13.8093,12.9653,14.6533,-0.0471,0.0164,-0.0636,38.5364,-47.6998,71.4286,0.0,795.01,802.25,793.25,801.19,3610900.0,410.1328,398.022,422.2436,3.5332,-2.3,1.2332,47.2852,-125.6429,0.0,100.0
2013-03-28,449.82,451.819,441.62,442.66,15815700.0,13.8117,12.9721,14.6513,0.0063,0.074,-0.0677,45.2164,18.7209,78.5714,7.1429,803.99,805.37,793.3,794.188,4571000.0,410.2582,398.4454,422.0711,4.1081,-2.4241,1.684,42.0301,-137.7724,7.1429,100.0
2013-03-27,456.46,456.8,450.7301,452.08,11829900.0,13.8098,12.9702,14.6493,0.0307,0.1169,-0.0861,50.8206,63.2563,85.7143,0.0,806.68,807.0,801.33,802.66,4322000.0,410.4341,399.2491,421.6191,4.7142,-2.1216,2.5926,47.3314,-101.3575,14.2857,100.0
2013-03-26,465.44,465.8399,460.53,461.136,10510500.0,13.798,12.9704,14.6257,0.0314,0.1468,-0.1154,57.1429,121.2781,92.8571,7.1429,813.5,813.9999,807.79,812.42,2381400.0,410.3618,398.9582,421.7655,5.2446,-1.9627,3.2818,54.7138,-45.6721,0.0,57.1429
2013-03-25,464.69,469.95,461.78,463.58,17897700.0,13.779,12.9924,14.5656,0.003,0.1551,-0.152,58.9817,151.9241,100.0,0.0,812.41,819.23,806.82,809.64,3420500.0,409.8029,396.8904,422.7153,5.7352,-2.1198,3.6154,52.7652,-32.4703,7.1429,64.2857
2013-03-22,454.58,462.1,453.11,461.91,14110900.0,13.7465,13.0297,14.4633,-0.041,0.1498,-0.1908,58.1267,131.031,100.0,0.0,814.74,815.24,809.64,810.31,2973400.0,409.3297,395.2631,423.3962,6.2652,-2.1346,4.1306,53.2782,-27.2013,14.2857,71.4286
2013-03-21,450.22,457.98,450.1,452.73,13687700.0,13.7292,13.0655,14.3929,-0.0913,0.1369,-0.2283,53.1414,102.0785,85.7143,7.1429,811.29,816.9173,809.85,811.26,2952200.0,409.0638,394.5915,423.5361,6.7989,-2.1051,4.6938,53.9691,-16.8096,21.4286,0.0
2013-03-20,457.42,457.63,449.59,452.08,11023600.0,13.7188,13.0757,14.3618,-0.125,0.1375,-0.2625,52.7717,105.4851,92.8571,14.2857,816.83,817.51,811.44,814.708,2924600.0,408.6694,393.5649,423.7739,7.3251,-2.0292,5.2959,56.4356,-2.0662,28.5714,7.1429
2013-03-19,459.5,460.97,448.5,454.49,18813400.0,13.7137,13.0822,14.3452,-0.1641,0.1327,-0.2969,54.2452,118.4347,100.0,21.4286,811.24,819.25,806.45,811.32,4192200.0,408.1115,392.2355,423.9874,7.8324,-2.0211,5.8113,54.54,-8.6393,35.7143,0.0
2013-03-18,441.45,457.46,441.2,455.72,21649900.0,13.7223,13.0602,14.3844,-0.2193,0.1107,-0.33,54.9726,90.7177,100.0,28.5714,805.0,812.76,801.47,807.79,3672900.0,407.9994,392.0597,423.939,8.3377,-1.7801,6.5576,52.5421,-29.7721,42.8571,0.0
2013-03-15,437.93,444.23,437.25,443.66,22998600.0,13.7292,13.0429,14.4156,-0.2905,0.0673,-0.3577,48.7107,13.8908,0.0,35.7143,818.5,820.3,813.34,814.302,6193200.0,407.6257,391.0966,424.1548,8.7828,-1.1877,7.5951,56.8196,14.064,50.0,7.1429
2013-03-14,432.83,434.64,430.45,432.5,10852700.0,13.7651,12.985,14.5452,-0.3387,0.0359,-0.3745,41.7499,-51.3721,7.1429,42.8571,826.99,826.99,817.39,821.54,3299000.0,406.9616,389.5675,424.3557,9.0797,-0.6034,8.4762,62.0318,44.5399,57.1429,14.2857
2013-03-13,428.45,434.5,425.36,428.35,14483900.0,13.819,12.9682,14.6698,-0.3598,0.0237,-0.3835,38.886,-75.9577,14.2857,50.0,827.9,830.69,822.31,825.31,3279300.0,405.9916,387.6985,424.2848,9.2305,-0.1226,9.108,64.9118,67.7799,64.2857,21.4286
2013-03-12,435.6,438.88,427.57,428.43,16639700.0,13.8808,12.9852,14.7764,-0.3682,0.0212,-0.3895,38.9202,-72.3339,0.0,57.1429,830.71,831.89,823.67,827.61,4012500.0,404.8729,385.934,423.8118,9.2612,0.3282,9.5893,66.6652,83.8916,71.4286,28.5714
2013-03-11,429.7499,439.01,425.14,437.87,16937000.0,13.9613,12.9714,14.9513,-0.374,0.0208,-0.3948,43.078,-66.7935,0.0,64.2857,831.69,839.7,831.5,834.82,3186200.0,403.7397,384.669,422.8103,9.1791,0.7676,9.9468,72.3541,129.6106,78.5714,35.7143
2013-03-08,429.8,435.43,428.61,431.72,13981500.0,14.0193,12.9664,15.0723,-0.4059,-0.0059,-0.3999,39.1452,-81.9475,0.0,71.4286,834.5,834.9199,825.05,831.52,5817900.0,402.4996,384.2754,420.7238,8.9872,0.9029,9.8901,71.3137,132.5871,85.7143,42.8571
2013-03-07,424.5,432.01,421.06,430.582,16731200.0,14.0764,13.0195,15.1332,-0.4211,-0.0227,-0.3985,38.4141,-108.595,0.0,78.5714,834.06,836.62,829.58,832.596,4101200.0,401.0559,383.0974,419.0143,8.7615,1.081,9.8425,72.1357,167.0172,92.8571,0.0
2013-03-06,434.51,435.25,424.43,425.662,16437500.0,14.1142,13.0949,15.1335,-0.4308,-0.038,-0.3928,35.2932,-119.6517,0.0,85.7143,841.025,844.0,828.81,831.38,5740200.0,399.4904,382.1201,416.8607,8.4912,1.0924,9.5836,71.7945,200.279,100.0,7.1429
2013-03-05,421.48,435.19,420.75,431.144,22801200.0,14.1605,13.2104,15.1105,-0.4213,-0.038,-0.3833,37.246,-132.2831,0.0,92.8571,828.93,840.1499,828.9,838.604,8080100.0,397.8443,381.1896,414.499,8.2182,0.9577,9.1758,76.9946,231.5105,100.0,14.2857
2013-03-04,427.8,428.1999,419.0,420.05,20812700.0,14.174,13.2562,15.0919,-0.4205,-0.0467,-0.3738,29.9638,-182.3666,0.0,100.0,805.3,822.84,805.0,821.504,5545600.0,395.8485,381.1256,410.5715,7.9787,0.1743,8.153,72.6386,155.8678,100.0,0.0
2013-03-01,438.0,438.1799,429.98,430.47,19730300.0,14.2225,13.4374,15.0076,-0.378,-0.0159,-0.3621,33.3379,-147.0595,7.1429,100.0,797.8,807.14,796.15,806.19,4346400.0,394.6974,381.716,407.6788,7.9352,-0.333,7.6022,67.5252,97.5348,50.0,7.1429
2013-02-28,444.05,447.87,441.4,441.4,11518400.0,14.2576,13.5542,14.961,-0.3514,0.0068,-0.3582,37.4448,-93.0546,14.2857,85.7143,801.1,806.99,801.03,801.2,4527000.0,393.431,379.5501,407.3119,8.0184,-0.4479,7.5705,65.5788,105.7721,57.1429,0.0
2013-02-27,448.43,452.44,440.65,444.57,20976800.0,14.2777,13.6057,14.9497,-0.3472,0.0127,-0.3599,38.7298,-85.0304,21.4286,92.8571,794.8,804.75,791.11,799.78,4048100.0,392.2431,377.4103,407.0758,8.1304,-0.4555,7.6749,65.0249,89.0166,64.2857,0.0
2013-02-26,443.82,451.54,437.66,448.97,17910700.0,14.2951,13.6458,14.9444,-0.3468,0.0162,-0.363,40.522,-90.2894,28.5714,100.0,795.0,795.9499,784.4,790.13,4400500.0,391.087,375.6142,406.5598,8.2442,-0.4753,7.769,61.0718,53.056,71.4286,7.1429
2013-02-25,453.85,455.12,442.57,442.8,13306400.0,14.2925,13.6386,14.9464,-0.3553,0.0118,-0.3671,36.7083,-82.5524,35.7143,0.0,802.3,808.41,790.49,790.77,4603100.0,390.0989,373.5917,406.6062,8.3631,-0.0942,8.2688,61.4999,87.4374,78.5714,0.0
2013-02-22,449.25,451.6,446.6,450.81,11809100.0,14.284,13.6033,14.9648,-0.3413,0.0287,-0.37,39.7834,-57.1564,42.8571,7.1429,799.26,801.25,793.8,799.71,4103600.0,389.1686,372.1445,406.1926,8.3866,0.3672,8.7539,67.6505,103.4216,85.7143,0.0
2013-02-21,446.0,449.17,442.82,446.06,15970800.0,14.2796,13.5928,14.9664,-0.344,0.0332,-0.3772,36.8714,-86.9344,50.0,14.2857,798.0,805.45,791.22,795.53,7005700.0,388.018,371.2649,404.7711,8.2948,0.4943,8.7891,66.1821,111.3903,92.8571,0.0
2013-02-20,457.69,457.69,448.8,448.85,17010800.0,14.3813,13.3892,15.3733,-0.3273,0.0582,-0.3855,37.8702,-52.2729,57.1429,21.4286,805.3,808.97,791.794,792.46,5522800.0,386.6631,369.3083,404.0178,8.1713,0.7484,8.9197,65.1018,125.3614,100.0,7.1429
2013-02-19,461.1,462.73,453.85,459.99,15563700.0,14.4642,13.3353,15.5932,-0.3101,0.0899,-0.4001,42.0985,-21.3251,64.2857,28.5714,795.99,807.0,795.28,806.85,5857700.0,384.4164,362.2624,406.5705,7.9842,1.1292,9.1133,75.6156,153.0608,100.0,0.0
2013-02-15,468.85,470.16,459.92,460.16,13990900.0,14.5224,13.301,15.7438,-0.3192,0.1034,-0.4225,42.1652,-6.8135,71.4286,0.0,787.4,793.26,787.07,792.89,5454100.0,381.85,357.8613,405.8387,7.7019,0.7913,8.4932,71.4642,115.0869,100.0,7.1429
2013-02-14,464.5199,471.64,464.02,466.59,12688400.0,14.5844,13.2745,15.8943,-0.3266,0.1218,-0.4484,44.6503,2.1976,78.5714,0.0,779.73,788.74,777.77,787.82,3467100.0,379.8044,354.6144,404.9945,7.504,0.7869,8.2909,69.726,101.2753,100.0,14.2857
2013-02-13,467.21,473.64,463.22,467.01,16971700.0,14.6417,13.2397,16.0437,-0.3518,0.1271,-0.4788,44.8105,-1.9026,85.7143,7.1429,780.13,785.35,779.97,782.86,2394000.0,377.983,352.2274,403.7387,7.3073,0.8638,8.1711,67.9527,102.325,92.8571,0.0
2013-02-12,479.51,482.38,467.744,467.9,21751900.0,14.667,13.2508,16.0831,-0.3801,0.1305,-0.5106,45.1291,11.0921,0.0,14.2857,781.75,787.9,779.37,780.7,3714200.0,376.5303,350.9689,402.0917,7.0913,1.0613,8.1527,67.1752,108.9592,100.0,0.0
2013-02-11,476.5,484.94,473.25,479.93,18481800.0,14.7155,13.2429,16.188,-0.4136,0.1296,-0.5432,49.5505,27.2446,7.1429,21.4286,778.4,783.0,773.75,782.42,4331200.0,375.0896,349.8326,400.3467,6.826,1.2948,8.1208,68.4022,106.749,92.8571,0.0
2013-02-08,474.0,478.81,468.25,474.98,22612800.0,14.774,13.173,16.3749,-0.4886,0.087,-0.5756,47.5885,3.6639,14.2857,28.5714,780.13,786.67,779.56,785.37,6034100.0,374.0256,350.0166,398.0346,6.5023,1.3718,7.8742,70.4518,132.5159,100.0,7.1429
