date,Msft_open,Msft_high,Msft_low,Msft_close,Msft_adjusted_close,Msft_volume,Msft_dividend,Msft_split_coefficent,Msft_Real Middle Band,Msft_Real Upper Band,Msft_Real Lower Band,Msft_MACD,Msft_MACD_Hist,Msft_MACD_Signal,Msft_RSI,Msft_CCI,Msft_Aroon Down,Msft_Aroon Up,Msft_Chaikin A/D,Msft_ADX,Msft_SMA,Aapl_open,Aapl_high,Aapl_low,Aapl_close,Aapl_adjusted_close,Aapl_volume,Aapl_dividend,Aapl_split_coefficent,Aapl_Real Upper Band,Aapl_Real Lower Band,Aapl_Real Middle Band,Aapl_MACD,Aapl_MACD_Hist,Aapl_MACD_Signal,Aapl_RSI,Aapl_CCI,Aapl_Aroon Up,Aapl_Aroon Down,Aapl_Chaikin A/D,Aapl_ADX,Aapl_SMA,Googl_open,Googl_high,Googl_low,Googl_close,Googl_adjusted_close,Googl_volume,Googl_dividend,Googl_split_coefficent,Googl_Real Upper Band,Googl_Real Middle Band,Googl_Real Lower Band,Googl_MACD_Hist,Googl_MACD_Signal,Googl_MACD,Googl_RSI,Googl_CCI,Googl_Aroon Up,Googl_Aroon Down,Googl_Chaikin A/D,Googl_ADX,Googl_SMA,Fb_open,Fb_high,Fb_low,Fb_close,Fb_adjusted_close,Fb_volume,Fb_dividend,Fb_split_coefficent,Fb_Real Middle Band,Fb_Real Upper Band,Fb_Real Lower Band,Fb_MACD,Fb_MACD_Hist,Fb_MACD_Signal,Fb_RSI,Fb_CCI,Fb_Aroon Down,Fb_Aroon Up,Fb_Chaikin A/D,Fb_ADX,Fb_SMA,Amzn_open,Amzn_high,Amzn_low,Amzn_close,Amzn_adjusted_close,Amzn_volume,Amzn_dividend,Amzn_split_coefficent,Amzn_Real Upper Band,Amzn_Real Lower Band,Amzn_Real Middle Band,Amzn_MACD_Signal,Amzn_MACD_Hist,Amzn_MACD,Amzn_RSI,Amzn_CCI,Amzn_Aroon Up,Amzn_Aroon Down,Amzn_Chaikin A/D,Amzn_ADX,Amzn_SMA,SPY_open,SPY_high,SPY_low,SPY_close,SPY_adjusted_close,SPY_volume,SPY_dividend,SPY_split_coefficent
2020-11-19,211.38,213.03,209.93,212.42,212.42,24792746.0,0.0,1.0,212.2271,224.6773,199.7769,0.6256,-0.214,0.8396,49.2635,-8.6485,0.0,42.8571,-2471568067.1111,9.0254,212.5564,117.59,119.06,116.81,118.64,118.64,74112972.0,0.0,1.0,123.1586,108.7016,115.9301,1.0443,0.3506,0.6937,53.9881,52.8019,42.8571,7.1429,77429902129.2773,12.1348,116.2684,1733.23,1763.49,1730.02,1758.57,1758.57,1005340.0,0.0,1.0,1857.3394,1691.7175,1526.0956,-0.0753,55.198,55.1228,64.0536,50.3545,42.8571,0.0,392761040.0959,20.7973,1602.1503,271.025,273.47,269.19,272.94,272.94,12963658.0,0.0,1.0,276.8755,294.4443,259.3067,1.2446,-1.1019,2.3465,48.9872,-55.3359,7.1429,28.5714,1614079863.8981,9.561,271.2805,3105.31,3125.0,3080.92,3117.02,3117.02,3010270.0,0.0,1.0,3330.5241,2977.4329,3153.9785,-18.1367,-4.398,-22.5346,46.9936,-46.1048,28.5714,7.1429,1835700785.4428,10.6178,3190.1965,355.6,358.18,354.15,357.78,357.78,59940947.0,0.0,1.0
2020-11-18,213.65,215.17,210.93,211.08,211.08,28372789.0,0.56,1.0,212.3222,224.8058,199.8386,0.8068,-0.0864,0.8931,47.7087,-1.495,7.1429,50.0,-2486603667.9111,9.1368,212.3122,118.61,119.82,118.0,118.03,118.03,76322111.0,0.0,1.0,122.8972,108.6541,115.7756,1.0499,0.4439,0.606,52.8434,68.1006,50.0,14.2857,77383458000.1573,12.4404,116.0032,1756.64,1765.0,1738.5658,1740.64,1740.64,1005377.0,0.0,1.0,1850.7142,1684.122,1517.5298,1.7539,55.2169,56.9708,61.9193,52.8822,50.0,0.0,392051264.6492,20.6474,1593.7575,274.52,277.3889,271.84,271.97,271.97,12152945.0,0.0,1.0,277.1345,294.6161,259.6529,1.6323,-0.9897,2.622,48.3383,-39.7433,14.2857,35.7143,1604326831.4775,9.6695,270.6953,3134.0,3140.0,3105.1,3105.46,3105.46,2916836.0,0.0,1.0,3332.9033,2980.9917,3156.9475,-17.0372,-5.2295,-22.2667,46.2016,-41.0132,35.7143,14.2857,1833780440.7877,10.6374,3187.7658,360.91,361.5,356.24,356.28,356.28,70591299.0,0.0,1.0
2020-11-17,216.1,217.68,214.08,214.46,213.892538273,24154112.0,0.0,1.0,212.4798,224.9763,199.9833,1.1627,0.248,0.9147,50.7391,30.9298,14.2857,57.1429,-2460238387.5667,9.347,212.0367,119.55,120.6741,118.96,119.39,119.39,74270973.0,0.0,1.0,122.7673,108.6478,115.7076,1.1038,0.6088,0.4951,55.7129,97.6149,57.1429,21.4286,77457263997.6078,12.5526,115.7258,1767.86,1777.14,1759.49,1761.66,1761.66,1066034.0,0.0,1.0,1846.0978,1676.3895,1506.6812,5.5481,54.7784,60.3265,66.1981,73.4156,57.1429,0.0,392898864.7561,20.3639,1585.4763,277.68,277.68,273.29,275.0,275.0,15040297.0,0.0,1.0,277.4725,294.8024,260.1426,2.2022,-0.6672,2.8694,50.1902,-25.4853,21.4286,42.8571,1615910336.4624,9.9281,270.1215,3183.5445,3189.25,3135.26,3135.66,3135.66,3444735.0,0.0,1.0,3335.6321,2986.2109,3160.9215,-15.7298,-4.6939,-20.4237,47.9393,-8.1425,42.8571,21.4286,1836637101.3745,10.7732,3185.1258,359.97,361.92,358.34,360.62,360.62,66111009.0,0.0,1.0
2020-11-16,214.87,217.74,214.52,217.23,216.655208845,24953344.0,0.0,1.0,212.4893,224.9903,199.9882,1.3138,0.4611,0.8527,53.8595,46.3541,21.4286,64.2857,-2441183476.9897,9.8123,211.8612,118.92,120.99,118.146,120.3,120.3,91183018.0,0.0,1.0,122.5025,108.7044,115.6034,1.0182,0.6753,0.3429,57.6583,108.134,64.2857,28.5714,77494271662.2944,12.4992,115.5315,1764.14,1794.34,1761.33,1774.03,1774.03,1273393.0,0.0,1.0,1839.1918,1665.8605,1492.5292,8.2006,53.3914,61.5919,68.7959,90.1172,64.2857,7.1429,393702769.1493,19.7539,1577.9303,275.05,279.41,274.63,278.96,278.96,12970352.0,0.0,1.0,277.1005,294.9387,259.2623,2.589,-0.4472,3.0362,52.6375,5.7291,28.5714,50.0,1619233591.1526,10.2788,269.6153,3093.2,3142.7,3072.685,3131.06,3131.06,3808676.0,0.0,1.0,3340.9412,2989.0368,3164.989,-14.5563,-6.2931,-20.8494,47.6609,-48.7871,50.0,28.5714,1840030793.811,11.0601,3184.959,360.98,362.78,359.59,362.57,362.57,74541138.0,0.0,1.0
2020-11-13,216.36,217.42,214.16,216.51,215.937113967,18630307.0,0.0,1.0,212.3392,224.7079,199.9704,1.2062,0.4687,0.7374,53.1643,39.6455,28.5714,71.4286,-2458232345.557,10.3138,211.4949,119.44,119.6717,117.87,119.26,119.26,81688586.0,0.0,1.0,121.9339,108.821,115.3774,0.8014,0.6274,0.174,56.0289,92.7879,71.4286,35.7143,77447333568.6404,12.4431,115.2713,1748.0,1777.13,1735.98,1772.26,1772.26,1487877.0,0.0,1.0,1829.1621,1653.6565,1478.1509,9.7105,51.3412,61.0517,68.6323,89.3162,71.4286,14.2857,393996332.3341,19.0843,1569.333,277.72,277.76,273.1,276.95,276.95,10400101.0,0.0,1.0,276.2225,295.2941,257.1509,2.6419,-0.5062,3.1481,51.5234,-4.473,35.7143,57.1429,1608705355.6379,10.7189,268.845,3122.0,3141.7227,3085.39,3128.81,3128.81,3762587.0,0.0,1.0,3344.9427,2992.6503,3168.7965,-12.983,-7.6379,-20.621,47.5334,-51.8964,57.1429,35.7143,1837488503.261,11.1093,3180.6943,355.27,358.9,354.71,358.1,358.1,62959429.0,0.0,1.0
2020-11-12,217.21,219.11,214.46,215.44,214.86994519,21616115.0,0.0,1.0,212.4962,225.1209,199.8716,1.1244,0.5041,0.6203,52.1699,39.4124,35.7143,78.5714,-2466461683.6157,10.8426,211.093,119.62,120.53,118.57,119.21,119.21,103350674.0,0.0,1.0,121.8616,108.8488,115.3552,0.619,0.6018,0.0172,55.9533,104.2993,78.5714,42.8571,77402977713.7901,12.5568,114.9562,1742.0,1764.98,1737.97,1742.82,1742.82,1324363.0,0.0,1.0,1813.8635,1643.4285,1472.9935,10.7407,48.9136,59.6543,65.8694,90.7375,78.5714,21.4286,392860628.4078,18.5085,1561.3038,277.18,279.75,274.43,275.08,275.08,12914206.0,0.0,1.0,275.6715,295.257,256.086,2.8755,-0.3991,3.2746,50.5179,3.9009,42.8571,64.2857,1601920740.3933,11.0932,268.2345,3159.95,3175.88,3086.05,3110.28,3110.28,4371208.0,0.0,1.0,3356.7129,2995.2701,3175.9915,-11.0736,-8.7269,-19.8004,46.5379,-54.1396,64.2857,42.8571,1835450852.4759,11.2177,3176.3468,355.58,356.7182,351.26,353.21,353.21,68118563.0,0.0,1.0
2020-11-11,212.39,218.04,212.2,216.55,215.977008127,29440788.0,0.0,1.0,212.7067,225.6196,199.7937,1.1123,0.6181,0.4942,53.2592,27.4867,42.8571,85.7143,-2453956877.3014,11.4013,210.7805,117.19,119.63,116.44,119.49,119.49,112294954.0,0.0,1.0,122.1013,108.7383,115.4198,0.3822,0.5154,-0.1333,56.4585,79.0043,85.7143,50.0,77438834070.0758,12.5631,114.7297,1748.4,1762.9,1743.06,1747.23,1747.23,1591906.0,0.0,1.0,1802.194,1634.061,1465.928,13.7722,46.2284,60.0006,66.6864,107.4808,85.7143,28.5714,393709377.8906,17.9943,1554.9093,273.47,278.4,272.48,276.48,276.48,14956950.0,0.0,1.0,275.2535,295.2247,255.2823,3.3224,-0.052,3.3744,51.257,2.5172,50.0,71.4286,1611679219.3632,11.5525,267.728,3061.78,3139.145,3050.0,3137.39,3137.39,4366923.0,0.0,1.0,3378.6341,2996.1859,3187.41,-8.8918,-7.6866,-16.5784,47.7693,-76.7819,71.4286,50.0,1837463953.6109,11.3347,3173.808,356.4,357.56,355.06,356.67,356.67,58649048.0,0.0,1.0
2020-11-10,214.5,216.5,209.72,211.01,210.451666982,44045120.0,0.0,1.0,212.9216,226.1835,199.6597,0.968,0.6283,0.3397,48.2513,-17.1806,50.0,92.8571,-2468374797.4513,11.9239,210.4938,115.55,117.59,114.13,115.97,115.97,138023390.0,0.0,1.0,122.3858,108.6029,115.4943,0.0459,0.308,-0.2621,51.3284,6.1988,92.8571,57.1429,77336395726.4583,12.6824,114.5408,1729.77,1759.38,1716.12,1737.72,1737.72,2151058.0,0.0,1.0,1787.2505,1624.8715,1462.4925,16.3355,42.7853,59.1209,65.8379,111.18,92.8571,35.7143,394632105.6627,17.3853,1549.0308,273.1,274.0,264.0,272.43,272.43,29067691.0,0.0,1.0,275.0205,295.0377,255.0033,3.7018,0.3145,3.3874,49.263,-43.9006,57.1429,78.5714,1606424074.7686,11.9683,267.404,3095.02,3114.0,3019.4828,3035.02,3035.02,6590956.0,0.0,1.0,3403.104,2994.348,3198.726,-6.9702,-8.0149,-14.9851,42.4278,-133.7006,78.5714,57.1429,1833268974.0708,11.2728,3172.3258,353.49,355.18,350.51,354.04,354.04,85552022.0,0.0,1.0
2020-11-09,224.435,228.12,217.88,218.39,217.812139482,44394950.0,0.0,1.0,213.5125,227.3235,199.7016,1.3323,1.1496,0.1827,55.6232,85.6906,57.1429,100.0,-2441090209.8462,12.3466,210.4382,120.5,121.99,116.05,116.32,116.32,154515315.0,0.0,1.0,123.0226,108.4582,115.7404,-0.0257,0.3135,-0.3391,51.8929,50.4188,100.0,64.2857,77327619672.7589,13.0703,114.5251,1795.98,1816.89,1757.545,1761.42,1761.42,2672024.0,0.0,1.0,1771.8928,1616.339,1460.7852,19.4049,38.7015,58.1063,69.9616,172.21,100.0,42.8571,394635089.0996,16.7688,1543.9658,289.87,292.58,278.53,278.77,278.77,25117650.0,0.0,1.0,275.206,295.1925,255.2195,4.5447,1.2359,3.3088,52.3777,65.4729,64.2857,85.7143,1586483638.7426,12.1855,267.4038,3231.03,3289.0,3112.1057,3143.74,3143.74,7190406.0,0.0,1.0,3435.3426,3002.9704,3219.1565,-4.9665,2.6561,-2.3104,47.1867,-35.4961,85.7143,64.2857,1837693022.8504,11.0808,3175.3535,363.97,364.38,354.06,354.56,354.56,172304203.0,0.0,1.0
2020-11-06,222.26,224.36,218.03,223.72,223.128036288,25231895.0,0.0,1.0,213.6626,227.7203,199.605,1.0285,1.1332,-0.1048,61.9728,93.5367,64.2857,100.0,-2401117413.0718,12.5113,210.1146,118.32,119.2,116.13,118.69,118.69,114457922.0,0.205,1.0,124.2951,107.9723,116.1337,-0.1522,0.2653,-0.4175,55.748,39.2571,0.0,71.4286,77468088140.9407,13.1889,114.496,1751.34,1768.495,1736.68,1759.73,1759.73,1431084.0,0.0,1.0,1748.3969,1606.4975,1464.5981,19.7029,33.8502,53.5532,69.8365,183.2262,92.8571,50.0,396958167.3418,15.5758,1537.651,293.95,294.6,288.06,293.41,293.41,13890974.0,0.0,1.0,275.055,294.9771,255.1329,4.9089,1.9091,2.9998,60.5924,150.8538,71.4286,92.8571,1610743176.8565,12.5351,267.0883,3304.64,3322.0,3232.0,3311.37,3311.37,4647330.0,0.0,1.0,3468.0362,3000.1958,3234.116,-5.6305,8.4615,2.8311,56.2142,40.481,92.8571,71.4286,1842311684.4751,11.2415,3174.3343,349.93,351.51,347.65,350.16,350.16,74972973.0,0.0,1.0
